id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,245.0,699.556515625,0.3502218827611252
0,left root,root-L,-1.0,0.0,241.0,250.9855625,0.9602145940167376
1,left Basic cell groups and regions,grey-L,0.0,1.0,157.0,224.5929375,0.6990424620987915
2,left Cerebrum,CH-L,1.0,2.0,84.0,137.89371875,0.6091648028746777
3,left Cerebral cortex,CTX-L,2.0,3.0,76.0,110.753453125,0.686208852686732
4,left Cortical plate,CTXpl-L,3.0,4.0,73.0,106.300359375,0.6867333321280222
5,left Isocortex,Isocortex-L,4.0,5.0,26.0,61.627640625,0.42188861582756726
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,0.0,0.4861875,0.0
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,0.0,0.12675,0.0
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,0.0,0.11703125,0.0
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,0.0,0.185796875,0.0
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,0.0,0.05609375,0.0
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,6.0,12.231046875,0.4905549019081819
18,left Primary motor area,MOp-L,12.0,7.0,2.0,5.676734375,0.35231523405567133
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,1.0,0.664609375,1.5046432349829553
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,0.0,1.8444375,0.0
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,1.0,1.636203125,0.6111710610502593
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,0.0,1.437953125,0.0
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,0.0,0.09353125,0.0
24,left Secondary motor area,MOs-L,12.0,7.0,4.0,6.5543125,0.6102852129800036
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,1.0,1.1643125,0.8588759461055343
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,0.0,1.901640625,0.0
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,3.0,2.26159375,1.3264981829738431
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,0.0,1.189171875,0.0
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,0.0,0.03759375,0.0
30,left Somatosensory areas,SS-L,5.0,6.0,6.0,16.666171875,0.36001068781729456
37,left Primary somatosensory area,SSp-L,30.0,7.0,6.0,12.1535,0.4936849467231662
